0.500899,0.500899,-0.009978,-0.08067,-0.006597,0.050058,-0.000849
-0.009978,0.506145,-0.014185,-0.124285,-0.018119,0.100276,-0.002753
-0.08067,0.510866,-0.015541,-0.146839,-0.032381,0.151063,-0.005619
-0.006597,0.515808,-0.018595,-0.156499,-0.047796,0.20234,-0.009366
0.050058,0.523398,-0.017765,-0.161474,-0.063754,0.25412,-0.01406
-0.000849,0.532349,-0.016706,-0.155335,-0.079356,0.306647,-0.019556
0.506145,0.541656,-0.014395,-0.14274,-0.093757,0.360049,-0.025779
-0.014185,0.552707,-0.014517,-0.118223,-0.105957,0.41437,-0.032548
-0.124285,0.566339,-0.009483,-0.08598,-0.115157,0.469792,-0.039776
-0.018119,0.579373,-0.005402,-0.05443,-0.121215,0.526604,-0.047208
0.100276,0.591298,-0.002578,-0.020284,-0.124028,0.584763,-0.05469
-0.002753,0.606027,0.000295,0.015404,-0.123232,0.644179,-0.062024
0.510866,0.620483,0.006016,0.0412,-0.119701,0.705155,-0.069149
-0.015541,0.638528,0.011145,0.099149,-0.111161,0.767696,-0.075486
-0.146839,0.654939,0.01689,0.15392,-0.097179,0.83215,-0.080777
-0.032381,0.672067,0.023043,0.216435,-0.077112,0.898381,-0.084504
0.151063,0.688511,0.027923,0.28456,-0.050515,0.966431,-0.086159
-0.005619,0.705988,0.035505,0.350357,-0.040928,1.034139,-0.085678
0.515808,0.72266,0.044097,0.420593,-0.048003,1.101622,-0.084893
-0.018595,0.738939,0.049195,0.50521,-0.048289,1.170759,-0.083656
-0.156499,0.756293,0.054199,0.566591,-0.04299,1.241526,-0.081795
-0.047796,0.77252,0.057064,0.605864,-0.034432,1.314052,-0.079124
0.20234,0.787438,0.059988,0.627568,-0.024352,1.388249,-0.075604
-0.009366,0.804179,0.056672,0.638391,-0.01404,1.46403,-0.071199
0.523398,0.820263,0.057654,0.640965,-0.004504,1.541558,-0.066189
-0.017765,0.835384,0.057674,0.635143,0.003621,1.620848,-0.060499
